CA,El Sobrante,52
CA,Elk,3
CA,Elk Creek,2
CA,Elk Grove,280
CA,Elverta,23
CA,Emerald Hills,1
CA,Emeryville,185
CA,Emigrant Gap,11
CA,Encinitas,88
CA,Encino,195
CA,Escalon,32
CA,Escondido,324
CA,Esparto,9
CA,Etna,3
CA,Eureka,46
CA,Exeter,27
CA,Fair Oaks,150
CA,Fairfax,10
CA,Fairfield,407
CA,Fall River Mills,2
CA,Fallbrook,276
CA,Farmington,13
CA,Fellows,3
CA,Felton,30
CA,Ferndale,2
CA,Fillmore,40
CA,Firebaugh,53
CA,Fish Camp,4
CA,Floriston,32
CA,Folsom,79
CA,Fontana,526
CA,Foothill Ranch,3
CA,Forest Ranch,9
CA,Foresthill,3
CA,Forestville,18
CA,Fort Bragg,27
CA,Fort Jones,3
CA,Fortuna,15
CA,Foster City,2
CA,Fountain Valley,117
CA,Fowler,62
CA,Frazier Park,12
CA,Freedom,8
CA,Fremont,468
CA,French Camp,70
CA,French Gulch,15
CA,Fresno,1347
CA,Friant,16
CA,Fullerton,138
CA,Fulton,4
CA,Galt,121
CA,Garberville,8
CA,Garden Grove,227
CA,Garden Valley,3
CA,Gardena,506
CA,Gasquet,20
CA,Gazelle,1
CA,Georgetown,4
CA,Gerber,14
CA,Geyserville,15
CA,Gilroy,198
CA,Glen Ellen,17
CA,Glendale,255
CA,Glendora,136
CA,Glenhaven,1
CA,Glenn,6
CA,Glennville,3
CA,Gold River,4
CA,Gold Run,8
CA,Goleta,173
CA,Gonzales,30
CA,Goodyears Bar,2
CA,Granada Hills,138
CA,Grand Terrace,44
CA,Granite Bay,31
CA,Grass Valley,83
CA,Green Valley Lake,1
CA,Greenbrae,21
CA,Greenfield,19
CA,Greenville,14
CA,Greenwood,1
CA,Grenada,4
CA,Gridley,7
CA,Groveland,10
CA,Guadalupe,3
CA,Gualala,7
CA,Guerneville,28
CA,Guinda,2
CA,Gustine,61
CA,Hacienda Heights,236
CA,Half Moon Bay,94
CA,Hamilton City,6
CA,Hanford,105
CA,Happy Camp,1
CA,Harbor City,41
CA,Harmony,2
CA,Hat Creek,2
CA,Hawaiian Gardens,13
CA,Hawthorne,206
CA,Hayfork,29
CA,Hayward,671
CA,Healdsburg,41
CA,Helendale,3
CA,Helm,2
CA,Hemet,19
CA,Herald,9
CA,Hercules,76
CA,Hesperia,303
CA,Hickman,4
CA,Hidden Valley Lake,2
CA,Highland,58
CA,Hilmar,9
CA,Hinkley,10
CA,Hollister,182
CA,Homeland,28
CA,Homewood,6
CA,Hoopa,13
CA,Hopland,33
CA,Hornbrook,9
CA,Hughson,15
CA,Huntington Beach,56
CA,Huntington Park,67
CA,Huron,73
CA,Hydesville,4
CA,Igo,1
CA,Independence,8
CA,Inglewood,332
CA,Inverness,1
CA,Inyokern,18
CA,Ione,21
CA,Irvine,434
CA,Irwindale,2
CA,Isleton,61
CA,Ivanhoe,7
CA,Jackson,23
CA,Jamestown,56
CA,Janesville,13
CA,Jenner,12
CA,Johannesburg,3
CA,Junction City,8
CA,June Lake,13
CA,Jurupa Valley,179
CA,Keene,30
CA,Kelseyville,29
CA,Kensington,1
CA,Kentfield,7
CA,Kenwood,11
CA,Kerman,63
CA,Kettleman City,30
CA,Keyes,1
CA,King City,45
CA,Kings Beach,14
CA,Kings Canyon National Pk,1
CA,Kingsburg,125
CA,Klamath,11
CA,Klamath River,6
CA,Knights Landing,6
CA,Kyburz,18
CA,La Canada Flintridge,153
CA,La Crescenta,73
CA,La Grange,24
CA,La Habra,2
CA,La Honda,18
CA,La Jolla,53
CA,La Mirada,16
CA,La Palma,19
CA,La Puente,381
CA,La Verne,75
CA,Ladera Ranch,43
CA,Lafayette,150
CA,Laguna Beach,7
CA,Laguna Hills,96
CA,Laguna Niguel,93
CA,Laguna Woods,1
CA,Lagunitas,2
CA,Lake Arrowhead,21
CA,Lake City,2
CA,Lake Elsinore,258
CA,Lake Forest,51
CA,Lake Hughes,7
CA,Lake Isabella,37
CA,Lake Tahoe,1
CA,Lakehead,45
CA,Lakeport,39
CA,Lakewood,36
CA,Lamont,29
CA,Lancaster,158
CA,Larkspur,20
CA,Lathrop,192
CA,Laton,6
CA,Lawndale,50
CA,Laytonville,11
CA,Le Grand,2
CA,Lebec,215
CA,Lee Vining,16
CA,Leggett,6
CA,Lemon Cove,7
CA,Lemoore,61
CA,Leona Valley,5
CA,Lewiston,14
CA,Lincoln,41
CA,Linden,28
CA,Lindsay,16
CA,Litchfield,3
CA,Little River,5
CA,Littlerock,35
CA,Live Oak,16
CA,Livermore,530
CA,Livingston,39
CA,Llano,21
CA,Lockeford,17
CA,Lockwood,2
CA,Lodi,272
CA,Loleta,14
CA,Loma Linda,12
CA,Lompoc,75
CA,Lone Pine,5
CA,Long Barn,5
CA,Long Beach,1056
CA,Lookout,4
CA,Loomis,34
CA,Los Alamitos,63
CA,Los Alamos,4
CA,Los Altos,54
CA,Los Altos Hills,3
CA,Los Angeles,7893
CA,Los Banos,122
CA,Los Gatos,566
CA,Los Molinos,8
CA,Los Olivos,6
CA,Los Osos,8
CA,Lost Hills,86
CA,Lotus,1
CA,Lower Lake,27
CA,Loyalton,4
CA,Lucerne,17
CA,Lynwood,282
CA,Lytle Creek,2
CA,MI Wuk Village,11
CA,Macdoel,11
CA,Mad River,4
CA,Madeline,3
CA,Madeline Plains,3
CA,Madera,349
CA,Madison,7
CA,Magalia,4
CA,Malibu,92
CA,Mammoth Lakes,24
CA,Manchester,4
CA,Manhattan Beach,1
CA,Manteca,224
CA,Manton,3
CA,March Air Reserve Base,83
CA,Maricopa,26
CA,Marina,41
CA,Marina Del Rey,14
CA,Marina del Rey,3
CA,Mariposa,33
CA,Markleeville,25
CA,Marshall,1
CA,Martinez,229
CA,Marysville,144
CA,Mather,4
CA,Maxwell,11
CA,Mc Farland,70
CA,Mc Kittrick,5
CA,McArthur,37
CA,McClellan,6
CA,McCloud,9
CA,McKinleyville,14
CA,Mcarthur,2
CA,Mcclellan,1
CA,Mccloud,2
CA,Mckinleyville,11
CA,Meadow Vista,2
CA,Mendocino,2
CA,Mendota,56
CA,Menifee,137
CA,Menlo Park,55
CA,Mentone,48
CA,Merced,146
CA,Meridian,4
CA,Mi Wuk Village,3
CA,Middletown,31
CA,Midpines,8
CA,Midway City,11
CA,Milford,8
CA,Mill Creek,16
CA,Mill Valley,80
CA,Millbrae,24
CA,Millville,10
CA,Milpitas,168
CA,Mira Loma,277
CA,Miramonte,5
CA,Mission Hills,174
CA,Mission Viejo,175
CA,Modesto,487
CA,Mojave,68
CA,Mokelumne Hill,18
CA,Monrovia,103
CA,Montague,25
CA,Montara,2
CA,Montclair,108
CA,Monte Rio,16
CA,Monte Sereno,1
CA,Montebello,208
CA,Monterey,51
CA,Monterey Park,124
CA,Montgomery Creek,7
CA,Montrose,31
CA,Moorpark,46
CA,Moraga,4
CA,Moreno Valley,524
CA,Morgan Hill,172
CA,Morro Bay,14
CA,Moss Beach,19
CA,Moss Landing,40
CA,Mount Hamilton,5
CA,Mount Shasta,24
CA,Mountain View,159
CA,Mt Baldy,29
CA,Muir Beach,16
CA,Murphys,19
CA,Murrieta,206
CA,Myers Flat,23
CA,Napa,276
CA,National City,191
CA,Needles,40
CA,Nevada City,84
CA,New Cuyama,9
CA,Newark,155
CA,Newbury Park,43
CA,Newcastle,38
CA,Newhall,355
CA,Newman,37
CA,Newport Beach,7
CA,Newport Coast,1
CA,Nicasio,47
CA,Nice,3
CA,Nicolaus,19
CA,Nipomo,58
CA,Norco,81
CA,Norden,52
CA,North Antelope Valley,4
CA,North Coastal,1
CA,North Fork,2
CA,North Highlands,233
CA,North Hills,105
CA,North Hollywood,316
CA,North San Juan,10
CA,Northridge,2
CA,Norwalk,339
CA,Novato,206
CA,Nuevo,34
CA,O Neals,2
CA,Oak Hills,7
CA,Oak Park,1
CA,Oak Run,2
CA,Oak View,13
CA,Oakdale,70
CA,Oakhurst,51
CA,Oakland,1647
CA,Oakley,11
CA,Occidental,7
CA,Oceano,11
CA,Oceanside,167
CA,Oceanside-Escondido,1
CA,Ojai,48
CA,Old Station,12
CA,Olivehurst,59
CA,Ontario,1224
CA,Onyx,13
CA,Orange,364
CA,Orange Cove,5
CA,Orangevale,66
CA,Orcutt,1
CA,Orick,7
CA,Orinda,165
CA,Orland,51
CA,Oro Grande,6
CA,Orosi,20
CA,Oroville,84
CA,Oxnard,162
CA,Pacheco,5
CA,Pacific Grove,3
CA,Pacific Palisades,18
CA,Pacifica,53
CA,Pacoima,256
CA,Paicines,11
CA,Pala,30
CA,Palermo,2
CA,Palmdale,305
CA,Palo Alto,152
CA,Palo Cedro,3
CA,Palos Verdes Peninsula,2
CA,Panorama City,1
CA,Paradise,10
CA,Paramount,174
CA,Parlier,10
CA,Pasadena,373
CA,Paso Robles,60
CA,Patterson,116
CA,Paynes Creek,9
CA,Pearblossom,6
CA,Pebble Beach,13
CA,Penn Valley,10
CA,Penngrove,11
CA,Penryn,17
CA,Perris,333
CA,Pescadero,15
CA,Petaluma,342
CA,Phelan,139
CA,Philo,14
CA,Pico Rivera,11
CA,Piercy,2
CA,Pilot Hill,11
CA,Pine Grove,16
CA,Pine Mountain Club,1
CA,Pinecrest,3
CA,Pinole,117
CA,Pinon Hills,20
CA,Pioneer,59
CA,Piru,10
CA,Pismo Beach,41
CA,Pittsburg,341
CA,Pixley,39
CA,Placentia,26
CA,Placerville,168
CA,Planada,2
CA,Platina,2
CA,Playa Vista,1
CA,Pleasant Grove,15
CA,Pleasant Hill,66
CA,Pleasanton,280
CA,Plumas Lake,1
CA,Plymouth,18
CA,Point Mugu Nawc,2
CA,Point Reyes Station,15
CA,Pollock Pines,66
CA,Pomona,528
CA,Pope Valley,36
CA,Porter Ranch,77
CA,Porterville,69
CA,Portola,5
CA,Portola Valley,13
CA,Prather,16
CA,Princeton,1
CA,Quincy,17
CA,Ragged Point,2
CA,Raisin City,1
CA,Rancho Cordova,179
CA,Rancho Cucamonga,275
CA,Rancho Dominguez,1
CA,Rancho Palos Verdes,1
CA,Rancho Santa Fe,22
CA,Rancho Santa Margarita,26
CA,Raymond,1
CA,Red Bluff,76
CA,Redcrest,9
CA,Redding,106
CA,Redlands,488
CA,Redondo Beach,13
CA,Redway,2
CA,Redwood City,335
CA,Redwood Valley,8
CA,Reedley,20
CA,Rescue,7
CA,Reseda,4
CA,Rialto,141
CA,Richmond,299
CA,Ridgecrest,19
CA,Rimforest,5
CA,Rio Dell,1
CA,Rio Linda,78
CA,Rio Oso,1
CA,Rio Vista,48
CA,Ripon,130
CA,Riverbank,10
CA,Riverdale,21
CA,Riverside,1569
CA,Rocklin,85
CA,Rodeo,42
CA,Rohnert Park,45
CA,Rosamond,62
CA,Rosemead,105
CA,Roseville,198
CA,Ross Valley,27
CA,Rough And Ready,3
CA,Rough and Ready,3
CA,Rowland Heights,242
CA,Royal Oaks,29
CA,Rumsey,2
CA,Running Springs,47
CA,Sacramento,4416
CA,Saint Helena,39
CA,Salida,91
CA,Salinas,475
CA,Salyer,6
CA,San Andreas,18
CA,San Anselmo,1
CA,San Ardo,25
CA,San Bernardino,1564
CA,San Bruno,133
CA,San Carlos,57
CA,San Clemente,180
CA,San Diego,2669
CA,San Dimas,282
CA,San Fernando,63
CA,San Francisco,1069
CA,San Gabriel,51
CA,San Geronimo,1
CA,San Gregorio,17
CA,San Jose,1987
CA,San Juan Bautista,82
CA,San Juan Capistrano,180
CA,San Leandro,422
CA,San Lorenzo,163
CA,San Luis Obispo,105
CA,San Marcos,172
CA,San Marino,1
CA,San Martin,34
CA,San Mateo,387
CA,San Miguel,10
CA,San Pablo,185
CA,San Pedro,53
CA,San Quentin,13
CA,San Rafael,215
CA,San Ramon,92
CA,San Simeon,4
CA,San Ysidro,17
CA,Sanger,81
CA,Santa Ana,417
CA,Santa Barbara,178
CA,Santa Clara,57
CA,Santa Clarita,122
CA,Santa Cruz,206
CA,Santa Fe Springs,236
CA,Santa Margarita,43
CA,Santa Maria,179
CA,Santa Monica,85
CA,Santa Paula,76
CA,Santa Rosa,495
CA,Santa Rosa Valley,3
CA,Santa Ynez,12
CA,Saratoga,23
CA,Sausalito,118
CA,Scotia,5
CA,Scotts Valley,49
CA,Seal Beach,132
CA,Seaside,23
CA,Sebastopol,53
CA,Selma,191
CA,Shafter,17
CA,Shandon,32
CA,Shasta,5
CA,Shasta Lake,7
CA,Shaver Lake,32
CA,Sheep Ranch,1
CA,Sheridan,10
CA,Sherman Oaks,374
CA,Shingle Springs,71
CA,Shingletown,21
CA,Sierra City,5
CA,Sierraville,4
CA,Signal Hill,24
CA,Silverado,6
CA,Simi Valley,151
CA,Skyforest,4
CA,Sloughhouse,16
CA,Smartsville,12
CA,Smith River,1
CA,Snelling,10
CA,Soda Springs,117
CA,Solana Beach,14
CA,Soledad,60
CA,Solvang,9
CA,Somerset,3
CA,Somes Bar,3
CA,Somis,31
CA,Sonoma,125
CA,Sonora,65
CA,Soquel,46
